run_number,timestamp,operation,project_uuid,time_seconds
6,2025-11-03T13:53:51.003972,get_annotation_tasks,ff944bfd-b33a-40e7-ab77-56d03d51278e,0.042404890060424805
6,2025-11-03T13:53:51.003972,get_annotation_tasks,2e1c8f63-6c16-41d4-a560-fb2f6ea8afa1,0.04781007766723633
6,2025-11-03T13:53:51.003972,get_annotation_tasks,d324bb49-15c1-4686-b79e-705d531955d7,0.2063300609588623
6,2025-11-03T13:53:51.003972,get_annotation_tasks,f96e155a-151b-4240-96a0-5585847271d6,0.891477108001709
6,2025-11-03T13:53:51.003972,get_annotation_tasks,d1d5578f-f656-4d9f-b1b2-e280d7991282,0.05983996391296387
6,2025-11-03T13:53:51.003972,get_annotation_tasks,6b7fba1f-5195-47ff-9d8f-ef2ec3eda46f,0.04752922058105469
6,2025-11-03T13:53:51.003972,get_annotation_tasks,0852a108-6c5a-4304-8f75-f86cb6c843e9,0.12658405303955078
6,2025-11-03T13:53:51.003972,get_annotation_tasks,78a86a86-b88a-4bf7-accf-4caddd0f63bb,0.12558484077453613
6,2025-11-03T13:53:51.003972,total_time,N/A,1.6130540370941162
7,2025-11-03T13:53:53.821102,get_many_annotation_projects,N/A,0.06453394889831543
7,2025-11-03T13:53:53.821102,get_annotation_tasks,ff944bfd-b33a-40e7-ab77-56d03d51278e,0.04343390464782715
7,2025-11-03T13:53:53.821102,get_annotation_tasks,2e1c8f63-6c16-41d4-a560-fb2f6ea8afa1,0.0426180362701416
7,2025-11-03T13:53:53.821102,get_annotation_tasks,d324bb49-15c1-4686-b79e-705d531955d7,0.20133709907531738
7,2025-11-03T13:53:53.821102,get_annotation_tasks,f96e155a-151b-4240-96a0-5585847271d6,0.8614339828491211
7,2025-11-03T13:53:53.821102,get_annotation_tasks,d1d5578f-f656-4d9f-b1b2-e280d7991282,0.06456232070922852
7,2025-11-03T13:53:53.821102,get_annotation_tasks,6b7fba1f-5195-47ff-9d8f-ef2ec3eda46f,0.050257205963134766
7,2025-11-03T13:53:53.821102,get_annotation_tasks,0852a108-6c5a-4304-8f75-f86cb6c843e9,0.12557125091552734
7,2025-11-03T13:53:53.821102,get_annotation_tasks,78a86a86-b88a-4bf7-accf-4caddd0f63bb,0.1573340892791748
7,2025-11-03T13:53:53.821102,total_time,N/A,1.6112728118896484
8,2025-11-03T13:53:56.663370,get_many_annotation_projects,N/A,0.07383394241333008
8,2025-11-03T13:53:56.663370,get_annotation_tasks,ff944bfd-b33a-40e7-ab77-56d03d51278e,0.04188084602355957
8,2025-11-03T13:53:56.663370,get_annotation_tasks,2e1c8f63-6c16-41d4-a560-fb2f6ea8afa1,0.049282073974609375
8,2025-11-03T13:53:56.663370,get_annotation_tasks,d324bb49-15c1-4686-b79e-705d531955d7,0.2151169776916504
8,2025-11-03T13:53:56.663370,get_annotation_tasks,f96e155a-151b-4240-96a0-5585847271d6,0.8839168548583984
8,2025-11-03T13:53:56.663370,get_annotation_tasks,d1d5578f-f656-4d9f-b1b2-e280d7991282,0.06191205978393555
8,2025-11-03T13:53:56.663370,get_annotation_tasks,6b7fba1f-5195-47ff-9d8f-ef2ec3eda46f,0.052423954010009766
8,2025-11-03T13:53:56.663370,get_annotation_tasks,0852a108-6c5a-4304-8f75-f86cb6c843e9,0.1323258876800537
8,2025-11-03T13:53:56.663370,get_annotation_tasks,78a86a86-b88a-4bf7-accf-4caddd0f63bb,0.1788628101348877
8,2025-11-03T13:53:56.663370,total_time,N/A,1.6897530555725098
9,2025-11-03T13:53:59.588044,get_many_annotation_projects,N/A,0.06676769256591797
9,2025-11-03T13:53:59.588044,get_annotation_tasks,ff944bfd-b33a-40e7-ab77-56d03d51278e,0.04416608810424805
9,2025-11-03T13:53:59.588044,get_annotation_tasks,2e1c8f63-6c16-41d4-a560-fb2f6ea8afa1,0.04765582084655762
9,2025-11-03T13:53:59.588044,get_annotation_tasks,d324bb49-15c1-4686-b79e-705d531955d7,0.19361281394958496
9,2025-11-03T13:53:59.588044,get_annotation_tasks,f96e155a-151b-4240-96a0-5585847271d6,0.9016082286834717
9,2025-11-03T13:53:59.588044,get_annotation_tasks,d1d5578f-f656-4d9f-b1b2-e280d7991282,0.059474945068359375
9,2025-11-03T13:53:59.588044,get_annotation_tasks,6b7fba1f-5195-47ff-9d8f-ef2ec3eda46f,0.04714608192443848
9,2025-11-03T13:53:59.588044,get_annotation_tasks,0852a108-6c5a-4304-8f75-f86cb6c843e9,0.12810802459716797
9,2025-11-03T13:53:59.588044,get_annotation_tasks,78a86a86-b88a-4bf7-accf-4caddd0f63bb,0.16066598892211914
9,2025-11-03T13:53:59.588044,total_time,N/A,1.649371862411499
10,2025-11-03T13:54:02.456522,get_many_annotation_projects,N/A,0.06629180908203125
10,2025-11-03T13:54:02.456522,get_annotation_tasks,ff944bfd-b33a-40e7-ab77-56d03d51278e,0.04313302040100098
10,2025-11-03T13:54:02.456522,get_annotation_tasks,2e1c8f63-6c16-41d4-a560-fb2f6ea8afa1,0.045638084411621094
10,2025-11-03T13:54:02.456522,get_annotation_tasks,d324bb49-15c1-4686-b79e-705d531955d7,0.19013714790344238
10,2025-11-03T13:54:02.456522,get_annotation_tasks,f96e155a-151b-4240-96a0-5585847271d6,0.8417768478393555
10,2025-11-03T13:54:02.456522,get_annotation_tasks,d1d5578f-f656-4d9f-b1b2-e280d7991282,0.06024670600891113
10,2025-11-03T13:54:02.456522,get_annotation_tasks,6b7fba1f-5195-47ff-9d8f-ef2ec3eda46f,0.04993295669555664
10,2025-11-03T13:54:02.456522,get_annotation_tasks,0852a108-6c5a-4304-8f75-f86cb6c843e9,0.1275649070739746
10,2025-11-03T13:54:02.456522,get_annotation_tasks,78a86a86-b88a-4bf7-accf-4caddd0f63bb,0.15945029258728027
10,2025-11-03T13:54:02.456522,total_time,N/A,1.5843946933746338
